temperature,vibration,pressure,current,rpm,humidity,voltage,acoustic_emission,remaining_useful_life,fault_severity
100.15,9.449,3.423,22.26,1396.0,53.4,393.4,82.6,2.3,2
65.16,3.212,4.758,12.22,1453.4,63.4,400.9,45.6,441.1,0
61.5,2.691,4.481,9.58,1508.3,55.8,398.6,53.2,395.0,0
69.75,3.743,4.389,9.95,1467.4,84.4,400.4,53.9,436.9,0
82.88,9.958,2.946,23.17,1392.3,67.2,394.0,80.9,28.0,2
74.23,6.328,4.142,,1406.4,65.5,399.7,56.0,182.3,1
76.15,5.655,3.981,15.14,1441.5,64.0,399.4,57.0,196.1,1
58.59,2.658,4.99,11.78,1448.9,59.5,402.4,44.8,459.6,0
65.9,2.348,4.794,12.42,1484.4,64.6,400.6,35.0,396.2,0
65.14,3.438,4.329,14.5,1459.5,53.5,400.8,49.6,360.9,0
98.55,9.716,2.883,22.15,1396.2,47.2,391.3,80.9,20.9,2
60.17,1.999,,16.73,1485.7,74.9,399.4,47.7,396.1,0
73.82,7.18,3.879,15.99,1439.7,55.3,395.8,60.1,114.0,1
65.19,3.94,4.557,10.83,1459.4,65.7,400.6,43.4,382.5,0
67.2,1.97,,11.26,1471.4,53.5,400.6,52.0,338.8,0
84.14,9.6,3.284,21.61,1407.1,75.3,391.5,73.3,0.0,2
67.34,2.846,4.594,12.88,1446.6,51.3,400.9,55.7,395.0,0
75.68,5.875,4.846,14.31,1475.1,52.8,397.0,56.5,74.7,1
80.97,3.035,4.72,11.54,1428.9,55.0,397.8,44.1,416.3,0
62.48,1.514,4.677,14.5,1494.3,52.9,399.0,45.3,384.7,0
75.82,2.614,4.877,10.89,1463.5,46.0,398.2,51.1,427.4,0
66.34,2.772,4.562,,1440.5,69.8,398.2,48.4,415.4,0
69.59,2.356,4.169,10.73,1476.0,37.7,401.5,48.0,391.4,0
68.68,1.784,4.788,13.19,1480.6,54.8,400.7,38.6,418.8,0
64.5,1.231,4.341,14.09,1460.5,54.8,400.7,42.7,414.4,0
94.39,9.462,3.343,19.63,1359.6,54.0,392.9,78.9,0.0,2
58.27,2.392,4.817,12.79,1459.1,59.7,399.7,47.5,390.9,0
80.86,4.904,4.053,16.04,1433.0,46.3,398.8,69.3,182.0,1
70.36,3.436,4.477,10.37,1456.2,46.8,400.0,51.8,411.2,0
74.69,3.645,4.405,11.7,1490.5,44.2,402.9,51.6,368.1,0
79.62,5.944,4.069,16.25,1476.3,73.4,398.2,62.9,89.0,1
95.88,8.145,2.991,22.53,1377.1,75.3,389.9,85.5,46.3,2
65.9,3.563,4.433,11.3,1492.3,46.8,401.7,43.3,340.4,0
82.98,6.839,4.231,15.31,1433.0,63.2,396.5,66.4,174.9,1
66.69,1.974,4.545,13.06,1462.5,49.5,402.2,51.1,416.8,0
64.86,1.932,4.599,10.44,1513.8,57.8,401.2,46.7,413.1,0
71.92,1.851,4.383,11.55,1469.9,66.4,403.8,55.0,349.8,0
74.73,5.127,4.476,15.15,1477.8,55.4,399.6,63.5,107.0,1
67.24,6.638,4.014,16.41,1468.2,54.8,398.0,53.4,185.7,1
70.12,5.493,3.999,19.72,1449.6,73.3,397.8,58.2,147.6,1
61.36,2.106,4.432,13.97,1489.2,72.4,400.5,49.4,387.0,0
96.55,8.682,,22.27,1390.3,60.7,387.5,81.9,22.5,2
76.6,3.043,4.851,11.1,1450.6,64.1,397.9,57.8,383.0,0
100.33,8.851,3.43,19.8,1378.6,47.0,389.5,73.2,0.0,2
61.95,4.391,4.476,13.93,1487.6,51.9,399.4,54.2,463.0,0
75.38,1.885,4.114,10.52,1480.2,57.0,401.7,47.5,299.2,0
107.95,9.922,3.071,20.66,1408.8,63.0,389.9,73.5,38.6,2
72.81,1.761,4.523,9.85,1449.7,40.8,400.6,49.5,469.9,0
103.51,8.535,2.823,,1392.2,70.7,393.0,79.8,46.6,2
71.38,5.685,3.988,14.38,1439.4,49.3,399.3,54.9,173.0,1
81.71,4.857,4.097,16.5,1460.3,56.0,399.4,55.8,115.7,1
69.6,2.567,3.907,10.67,1461.2,58.7,398.4,46.9,407.3,0
61.55,1.748,4.081,12.3,1475.2,65.9,401.5,47.8,406.0,0
93.59,8.874,3.215,20.14,1403.8,68.1,388.6,78.1,34.1,2
68.77,2.036,4.827,,1467.4,43.2,398.2,52.0,431.3,0
55.01,1.643,4.675,11.12,1457.6,55.9,399.9,52.7,350.8,0
76.89,6.399,4.233,,1434.6,71.5,398.4,53.9,70.8,1
65.53,1.222,4.377,12.59,1467.3,65.8,400.3,50.4,362.4,0
69.99,2.576,4.858,13.29,1487.2,48.5,398.6,49.7,411.4,0
84.31,3.964,3.621,15.5,1442.3,71.2,399.6,58.1,160.8,1
97.99,8.209,3.342,22.34,1376.2,61.4,390.9,71.5,5.6,2
66.12,2.48,4.211,11.97,1512.5,63.2,395.4,47.7,431.0,0
63.14,3.237,4.325,13.77,1462.9,66.2,399.9,41.0,363.1,0
85.51,6.164,4.138,14.92,1473.0,61.1,399.4,54.2,132.9,1
67.28,1.602,5.097,10.41,1464.7,37.0,399.5,43.8,422.3,0
70.74,2.812,4.472,10.57,1473.3,51.3,398.6,42.0,416.0,0
74.56,5.2,3.729,16.29,1452.7,56.4,400.3,61.7,162.5,1
83.11,6.764,3.754,14.85,1465.9,73.8,396.5,53.9,187.6,1
68.49,0.985,4.667,9.95,1494.7,52.9,401.4,53.1,393.8,0
93.48,8.496,3.244,21.71,1386.2,54.2,392.0,70.5,0.0,2
83.19,9.879,3.578,20.99,1412.5,42.6,394.9,77.6,34.1,2
55.03,1.339,4.692,12.31,1470.7,81.4,402.1,40.5,382.6,0
61.23,3.391,4.895,14.7,1479.7,70.0,401.2,44.2,367.4,0
58.34,2.87,4.951,12.3,1488.3,48.8,397.9,51.8,299.1,0
67.54,1.439,4.34,8.67,1456.4,52.7,399.5,46.0,390.0,0
64.12,2.864,4.891,11.62,1478.4,57.8,396.6,48.7,402.5,0
77.34,5.219,4.227,16.93,1434.5,72.6,396.5,66.7,96.2,1
100.94,9.453,2.945,22.0,1360.1,62.4,393.8,79.3,69.7,2
74.72,5.555,3.979,16.91,1456.2,43.7,400.7,60.8,175.6,1
62.98,3.357,4.58,7.63,1494.1,51.1,399.2,43.3,343.7,0
78.31,6.479,3.733,16.68,1457.8,42.6,400.7,63.5,160.8,1
85.17,9.611,3.519,,1403.1,66.1,393.1,77.9,30.9,2
62.76,3.623,4.25,11.0,1486.6,58.7,402.2,46.6,407.4,0
61.93,2.901,4.09,9.51,1469.7,61.9,399.9,44.1,455.7,0
59.66,2.774,4.452,12.05,1508.2,58.3,401.0,47.0,380.1,0
96.96,9.315,2.561,20.51,1371.9,45.6,391.5,74.4,59.9,2
94.82,8.31,3.286,20.67,1350.9,72.6,389.2,79.6,0.0,2
63.06,1.17,4.408,10.91,1446.3,49.0,402.1,43.9,450.9,0
94.88,10.289,3.077,18.22,1386.3,85.9,390.9,70.8,0.0,2
60.56,1.429,4.846,9.91,1470.4,52.6,403.8,56.9,404.8,0
75.18,5.578,3.982,14.34,1422.0,80.3,395.4,59.9,143.9,1
80.68,7.097,4.43,13.54,1444.9,38.5,398.9,64.3,189.8,1
70.57,4.787,4.344,12.81,1445.0,64.8,398.4,61.6,152.6,1
95.28,9.552,3.259,20.97,1394.5,73.3,393.3,70.0,12.0,2
76.79,4.082,4.462,16.27,1454.8,59.4,395.3,55.3,159.5,1
64.16,2.68,5.182,11.17,1493.8,56.4,399.1,46.8,461.7,0
76.81,4.943,4.409,16.48,1499.9,60.4,399.5,65.5,157.5,1
67.12,3.253,4.611,10.17,1459.8,41.9,399.3,43.5,459.9,0
101.41,9.758,3.429,19.9,1409.0,75.6,393.0,81.8,126.1,2
60.32,4.07,4.313,11.88,1471.0,50.0,403.3,47.4,370.0,0
55.67,2.296,3.976,10.6,1485.2,51.9,399.1,49.9,390.0,0
73.97,3.617,4.227,13.79,1459.7,45.2,398.2,46.6,386.7,0
70.95,2.079,4.869,13.54,1468.8,53.3,398.2,42.7,417.8,0
97.61,9.248,,24.25,1388.8,63.5,396.1,68.5,37.5,2
76.87,5.794,3.81,16.24,1465.1,54.3,398.4,59.0,188.2,1
92.12,10.17,3.022,21.61,1379.2,40.2,394.6,86.8,0.0,2
70.98,3.358,4.473,12.48,1510.3,55.4,401.9,47.7,416.5,0
63.1,2.585,4.504,9.24,1478.0,52.8,401.4,48.9,431.3,0
72.45,2.214,4.672,12.3,1503.9,52.1,402.8,50.8,434.9,0
69.2,2.942,4.457,10.72,1445.4,58.9,400.0,49.5,363.0,0
72.52,3.08,4.463,12.83,1475.6,47.0,397.2,48.9,372.9,0
65.52,2.244,4.105,11.27,1471.7,51.2,399.7,49.1,425.2,0
67.33,4.597,4.119,10.88,1460.4,56.6,398.5,47.4,416.2,0
64.51,2.648,4.35,12.46,1442.9,42.9,398.1,54.1,378.7,0
73.01,4.398,4.306,15.35,1490.7,42.2,398.0,61.3,176.9,1
65.34,2.146,4.037,13.64,1463.8,49.1,396.8,50.6,365.5,0
81.2,4.795,3.727,15.02,1512.3,45.8,396.9,57.7,213.5,1
67.8,2.566,4.354,12.7,1535.1,53.6,401.4,48.8,351.8,0
68.83,3.317,4.167,12.62,1470.2,58.9,401.5,46.3,374.9,0
63.18,2.316,4.628,13.88,1498.5,68.0,397.7,45.6,411.7,0
60.13,3.751,4.512,11.94,1518.0,52.1,398.2,44.5,357.0,0
88.07,4.303,4.078,15.99,1452.1,42.1,395.4,67.3,141.3,1
59.88,2.316,4.884,12.52,1455.2,28.0,395.2,45.5,392.0,0
60.3,1.627,4.499,,1469.6,49.8,402.4,47.4,368.1,0
75.73,4.84,,16.07,1466.8,55.4,393.5,59.8,189.6,1
73.75,4.51,4.407,17.24,1435.0,64.0,395.7,56.6,160.4,1
64.92,1.153,4.588,9.7,1466.4,46.8,399.4,45.7,422.7,0
67.14,3.377,4.521,11.72,1503.4,70.9,401.3,46.9,446.0,0
82.78,6.496,4.082,15.9,1399.4,62.9,396.4,57.6,179.1,1
81.8,4.407,4.123,12.99,1473.2,65.3,400.4,64.1,156.7,1
60.09,1.361,4.141,15.52,1472.6,59.2,395.9,50.2,331.6,0
68.54,3.455,3.854,13.74,1500.5,64.2,403.9,51.2,366.3,0
62.39,3.629,4.481,12.73,1496.0,55.3,400.0,47.1,413.4,0
72.23,3.79,5.022,10.72,1493.2,57.2,398.3,48.6,403.4,0
76.64,6.239,3.71,16.48,1465.5,72.0,397.6,65.7,136.6,1
83.74,6.665,4.368,15.34,1446.9,55.7,398.8,67.3,124.1,1
81.93,4.723,4.179,17.54,1426.0,48.0,395.4,57.3,137.7,1
94.52,7.759,3.406,18.75,1364.6,58.7,394.1,76.6,23.9,2
62.61,2.907,4.25,9.05,1493.0,51.4,401.4,54.9,398.8,0
71.59,1.56,4.392,14.22,1478.9,63.3,402.7,57.2,397.9,0
84.59,4.214,4.072,15.53,1482.0,57.4,398.6,59.8,163.7,1
101.18,9.135,3.394,22.39,1404.5,65.9,390.3,81.2,12.6,2
60.61,3.997,4.604,13.31,1476.5,59.0,396.9,50.1,422.2,0
82.91,6.525,4.499,14.53,1446.3,58.9,396.3,62.7,205.9,1
62.66,3.638,4.568,10.22,1479.6,63.7,403.2,48.1,459.7,0
79.12,4.987,3.988,10.99,1433.1,55.0,401.6,69.8,50.5,1
67.83,3.046,3.621,13.9,1499.5,39.9,397.9,43.6,431.1,0
66.41,2.439,4.682,11.76,1454.5,56.3,399.5,53.1,401.8,0
58.14,2.628,4.935,10.36,1458.1,66.2,399.2,49.0,376.4,0
95.96,9.733,3.224,20.9,1374.5,48.9,391.8,74.5,11.5,2
62.77,2.365,4.529,13.42,1507.0,61.5,403.5,45.2,331.4,0
72.39,5.061,4.543,16.97,1463.7,43.1,401.7,63.6,147.2,1
99.17,10.409,3.289,21.32,1379.2,57.4,390.5,73.8,97.1,2
72.48,5.45,4.515,14.23,1449.6,73.0,395.7,57.4,125.5,1
68.23,1.545,4.365,12.88,1485.4,71.7,398.3,51.1,422.6,0
64.31,2.656,4.531,9.75,1491.4,58.5,398.1,46.0,430.9,0
61.66,3.342,4.602,11.36,1475.8,52.8,398.7,53.8,416.8,0
62.87,2.866,4.858,11.98,1487.8,40.6,397.4,50.8,441.1,0
65.35,2.535,4.597,12.0,1480.4,39.3,398.7,48.5,341.6,0
65.83,2.628,4.565,14.41,1503.3,62.2,404.9,54.4,417.4,0
67.18,2.466,5.191,12.82,1464.9,69.7,398.5,55.7,450.1,0
59.59,2.671,4.491,12.01,1477.0,52.2,399.6,48.3,353.7,0
72.89,5.703,3.919,17.37,1450.1,70.3,400.9,52.1,110.5,1
62.41,2.395,4.416,11.4,1476.8,55.3,404.0,50.4,415.2,0
59.54,1.959,4.764,9.96,1456.0,54.1,401.8,45.9,360.0,0
63.38,2.946,4.594,12.13,1457.4,39.4,399.2,45.0,447.6,0
74.0,2.379,,9.17,1502.4,67.2,399.8,46.5,411.9,0
75.71,5.253,3.777,14.6,1446.0,56.2,400.7,61.0,127.2,1
73.99,2.479,4.577,8.88,1494.2,66.5,401.5,49.3,446.7,0
58.73,1.341,4.894,11.55,1469.3,41.8,400.1,49.6,377.6,0
89.98,9.963,3.669,22.55,1401.8,50.0,389.7,80.6,10.5,2
59.97,2.637,4.548,12.37,1507.6,53.9,401.5,48.3,452.2,0
77.71,4.705,3.873,12.66,1438.2,49.6,397.3,62.4,179.2,1
92.56,10.845,,20.92,1386.4,61.2,389.0,82.0,37.0,2
80.96,5.772,3.993,13.71,1482.0,54.4,397.6,65.3,216.6,1
64.15,1.632,4.349,,1470.3,65.7,398.7,42.5,473.9,0
62.53,2.247,5.045,12.17,1482.0,47.3,402.5,48.6,461.7,0
63.14,3.876,3.719,12.43,1489.0,34.7,400.6,47.9,382.6,0
56.66,1.721,,9.88,1505.1,50.8,398.9,54.0,390.4,0
68.48,4.859,4.597,13.04,1459.0,67.7,400.4,52.2,395.2,0
76.98,5.968,4.961,16.84,1433.2,48.6,397.1,61.0,147.4,1
73.2,3.085,4.557,10.23,1521.4,64.7,402.6,51.2,347.5,0
91.94,8.995,2.651,20.96,1399.0,69.7,394.1,76.6,46.0,2
59.95,0.702,4.844,12.24,1445.1,68.3,398.7,47.2,381.9,0
64.6,1.822,4.203,11.66,1423.3,46.5,399.1,52.6,410.6,0
71.9,2.624,4.859,,1476.3,46.4,397.7,48.3,435.9,0
67.13,1.396,4.882,14.46,1497.7,71.2,402.6,46.0,454.8,0
82.36,5.187,3.96,17.35,1445.9,65.7,399.9,62.2,223.7,1
63.31,2.96,4.097,11.03,1470.0,55.8,400.6,49.6,392.5,0
72.39,1.442,4.34,11.9,1477.2,69.2,399.0,50.4,433.2,0
101.96,8.914,3.357,20.24,1381.1,57.9,391.3,79.2,14.5,2
73.63,4.094,4.392,10.73,1481.7,46.1,398.9,55.7,343.6,0
73.36,3.21,4.236,10.75,1471.8,68.9,399.8,52.5,366.6,0
71.87,2.996,4.284,13.41,1477.9,55.6,399.0,45.0,450.7,0
76.98,3.996,3.63,16.76,1458.1,69.6,401.8,58.0,152.9,1
74.23,2.724,4.35,12.8,1470.5,71.7,398.4,49.9,417.2,0
57.58,3.378,4.989,12.04,1513.5,55.8,398.0,49.3,393.5,0
82.27,5.873,3.975,14.43,1427.4,62.4,398.1,60.5,163.7,1
88.32,9.134,3.005,20.51,1395.8,54.2,392.0,82.1,68.2,2
95.95,9.908,3.892,22.78,1384.8,60.2,394.4,78.6,0.0,2
65.38,3.216,4.256,13.01,1460.4,58.0,397.9,43.2,407.9,0
65.02,2.837,4.427,12.29,1488.6,53.9,400.8,47.9,403.1,0
96.01,9.093,3.041,20.32,1380.5,73.4,390.3,86.2,41.8,2
59.21,2.91,4.212,8.88,1512.7,49.3,398.9,44.6,466.7,0
100.16,8.985,,19.1,1396.1,36.6,389.2,78.5,42.5,2
66.84,2.928,4.49,11.55,1451.0,41.0,400.5,48.7,480.3,0
89.48,8.722,3.012,23.26,1377.9,75.5,393.7,75.5,30.8,2
91.69,9.484,3.449,16.72,1379.9,62.3,395.0,71.8,0.0,2
60.98,1.531,4.116,9.66,1486.2,52.8,398.7,52.2,447.1,0
89.52,7.919,2.988,21.58,1387.5,61.6,393.2,80.5,20.1,2
74.01,5.328,4.238,15.74,1477.2,60.1,399.3,68.6,153.3,1
70.25,2.347,4.997,10.44,1496.3,51.6,401.4,48.0,455.1,0
102.61,7.948,3.155,22.66,1416.9,52.0,384.8,79.8,93.6,2
69.75,0.777,4.211,11.02,1473.4,55.3,399.1,40.0,401.2,0
72.27,5.938,4.322,13.86,1436.3,50.2,394.1,64.5,152.6,1
69.57,0.391,4.692,10.49,1481.5,53.9,402.6,46.6,341.1,0
92.13,9.422,3.061,18.86,1375.3,65.0,388.7,75.7,94.3,2
58.62,3.037,4.222,11.64,1485.3,56.4,398.8,46.2,389.0,0
77.6,5.439,,13.95,1443.1,65.4,394.6,71.5,156.2,1
68.39,1.729,5.15,,1468.3,75.6,401.9,48.4,399.9,0
67.82,1.494,4.547,11.63,1477.0,53.5,399.8,50.9,360.0,0
96.3,8.957,2.965,21.29,1384.6,69.5,392.6,76.0,16.6,2
57.37,2.802,4.526,12.81,1465.2,49.0,396.3,52.5,392.0,0
65.57,3.064,4.088,11.32,1473.6,31.2,398.4,44.8,414.5,0
61.89,2.359,4.265,12.97,1494.0,32.8,399.4,44.8,343.0,0
75.28,2.958,4.576,12.53,1499.3,46.9,399.3,51.3,360.9,0
65.1,3.46,4.601,12.63,1482.3,37.3,402.0,43.7,422.8,0
65.85,3.044,4.7,11.91,1503.8,49.0,399.7,39.1,362.7,0
73.2,3.004,4.597,10.1,1480.6,63.2,402.6,51.9,343.2,0
74.07,5.128,3.632,14.33,1482.4,52.1,400.5,57.0,157.9,1
57.18,1.59,,8.97,1515.3,64.6,392.6,50.3,425.4,0
75.71,1.453,4.846,13.18,1448.0,52.2,400.1,44.2,435.2,0
52.23,2.117,4.415,11.93,1474.5,50.7,398.4,46.5,413.2,0
63.52,3.184,4.609,,1463.9,73.2,399.3,43.3,452.2,0
67.18,2.894,4.192,14.92,1446.0,53.6,401.7,58.3,455.9,0
73.35,1.889,4.376,13.28,1485.9,46.5,399.4,50.4,457.3,0
57.85,3.407,4.581,13.94,1509.1,49.1,401.7,52.5,459.7,0
52.88,1.76,3.843,10.66,1467.5,53.1,401.9,51.7,422.8,0
62.81,3.054,4.916,13.58,1502.0,57.9,399.3,42.6,441.8,0
88.95,9.491,3.244,22.55,1367.3,38.9,395.6,83.7,11.0,2
58.88,3.094,5.069,14.77,1493.2,42.3,399.9,39.4,398.4,0
79.94,6.891,4.526,16.26,1481.5,55.6,392.1,60.6,123.1,1
69.92,2.473,5.166,10.55,1507.0,42.7,398.8,46.9,456.8,0
71.14,1.498,4.61,12.35,1463.6,51.1,401.4,48.5,408.8,0
78.8,6.059,4.312,16.91,1428.9,48.7,396.8,61.3,112.6,1
60.22,2.653,4.398,12.78,1521.7,58.8,397.8,53.1,397.0,0
72.72,2.985,5.12,13.15,1480.3,54.6,399.2,48.8,417.7,0
97.0,9.581,3.336,19.27,1404.6,66.0,393.0,83.6,49.6,2
62.42,2.451,5.308,,1478.9,52.6,398.2,45.3,353.9,0
95.26,8.289,3.326,21.33,1424.1,52.3,394.4,76.0,81.2,2
73.14,3.049,4.781,11.88,1496.8,58.6,398.0,44.1,351.5,0
58.6,2.746,4.799,12.57,1491.7,41.8,399.1,40.1,456.6,0
77.87,5.119,3.933,17.69,1464.2,58.7,397.5,61.3,142.7,1
56.92,2.075,4.463,13.44,1474.4,60.1,396.7,45.5,394.3,0
91.59,6.848,3.179,19.35,1388.4,61.0,391.9,80.6,89.2,2
90.2,4.688,3.574,16.69,1469.5,51.9,397.8,73.0,147.4,1
81.47,4.999,3.712,17.29,1435.5,59.0,396.4,63.2,87.0,1
66.6,1.409,,8.36,1468.2,64.6,402.0,48.4,413.9,0
81.05,5.11,3.838,14.71,1501.8,65.4,398.5,65.2,201.1,1
59.28,2.29,4.393,12.31,1478.6,57.1,399.9,47.9,400.6,0
84.13,7.171,4.089,15.15,1476.6,63.8,401.4,59.8,67.9,1
76.7,5.137,3.515,17.21,1451.7,60.6,398.1,62.8,144.8,1
100.87,10.305,3.016,21.33,1377.3,59.7,397.6,83.6,20.0,2
63.46,3.886,4.339,9.88,1469.6,60.1,395.8,49.3,364.8,0
58.52,3.052,4.977,13.02,1469.2,64.0,401.6,42.8,403.2,0
66.63,3.715,4.665,12.94,1481.7,51.6,399.2,50.2,427.1,0
70.94,1.855,4.444,11.71,1499.4,58.2,396.7,49.6,374.1,0
61.81,2.517,3.628,12.13,1490.4,47.3,398.2,46.0,439.8,0
79.67,6.401,3.834,17.98,1449.3,51.0,396.4,64.2,116.1,1
67.84,2.174,4.555,14.18,1483.6,47.4,398.1,54.5,366.5,0
64.05,2.065,4.151,13.72,1470.4,65.4,398.0,44.1,473.9,0
72.99,5.781,3.814,12.4,1436.9,66.6,396.7,58.2,149.2,1
65.17,1.781,4.632,12.25,1468.0,60.4,399.8,48.1,415.3,0
93.03,8.933,3.073,20.8,1369.6,35.8,392.1,73.5,38.6,2
93.17,9.133,3.792,22.26,1361.8,52.0,392.1,74.7,36.8,2
82.69,7.021,4.155,13.42,1460.1,61.0,396.1,57.7,117.4,1
68.61,2.015,4.409,10.21,1519.2,61.9,399.5,46.7,423.4,0
62.22,3.92,4.75,12.74,1531.0,50.3,398.5,46.8,369.8,0
67.92,1.852,4.342,8.71,1464.6,47.6,397.0,52.7,413.6,0
74.87,6.16,3.688,14.39,1464.6,71.8,399.9,56.7,166.9,1
78.12,6.947,3.951,16.72,1465.7,47.0,393.9,67.5,82.0,1
84.24,5.713,4.635,16.34,1460.1,41.6,399.1,62.0,198.1,1
62.55,1.513,4.318,9.23,1463.0,61.7,398.5,53.1,439.2,0
